	display_name	start_date	end_date	sw1_code	sw1_name	sw2_code	sw2_name	sw3_code	sw3_name
600217.XSHG	中再资环	1999-12-16	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
600292.XSHG	远达环保	2000-11-01	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
600323.XSHG	瀚蓝环境	2000-12-25	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
601200.XSHG	上海环境	2017-03-31	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
601330.XSHG	绿色动力	2018-06-11	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
601827.XSHG	三峰环境	2020-06-05	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
603126.XSHG	中材节能	2014-07-31	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
603177.XSHG	德创环保	2017-02-07	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
603200.XSHG	上海洗霸	2017-06-01	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
603568.XSHG	伟明环保	2015-05-28	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
603588.XSHG	高能环境	2014-12-29	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
603603.XSHG	博天环境	2017-02-17	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
688021.XSHG	奥福环保	2019-11-06	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
688069.XSHG	德林海	2020-07-22	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
688096.XSHG	京源环保	2020-04-09	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
688101.XSHG	三达膜	2019-11-15	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
688178.XSHG	万德斯	2020-01-14	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
688196.XSHG	卓越新能	2019-11-21	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
688466.XSHG	金科环境	2020-05-08	2200-01-01	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
688156.XSHG	路德环境	2020-09-22 00:00:00	2200-01-01 00:00:00	801160	公用事业I	801162	环保工程及服务II	851641	环保工程及服务III
000407.XSHE	胜利股份	1996-07-03	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
000421.XSHE	南京公用	1996-08-06	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
000593.XSHE	大通燃气	1996-03-12	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
000669.XSHE	*ST金鸿	1996-12-10	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
002259.XSHE	*ST升达	2008-07-16	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
002267.XSHE	陕天然气	2008-08-13	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
002700.XSHE	ST浩源	2012-09-21	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
002911.XSHE	佛燃能源	2017-11-22	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
300435.XSHE	中泰股份	2015-03-26	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
600333.XSHG	长春燃气	2000-12-11	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
600617.XSHG	国新能源	1992-10-13	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
600635.XSHG	大众公用	1993-03-04	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
600681.XSHG	百川能源	1993-10-18	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
600856.XSHG	*ST中天	1994-04-25	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
600903.XSHG	贵州燃气	2017-11-07	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
600917.XSHG	重庆燃气	2014-09-30	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
600956.XSHG	新天绿能	2020-06-29	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
601139.XSHG	深圳燃气	2009-12-25	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
603053.XSHG	成都燃气	2019-12-17	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
603080.XSHG	新疆火炬	2018-01-03	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
603393.XSHG	新天然气	2016-09-12	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
603689.XSHG	皖天然气	2017-01-10	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
603706.XSHG	东方环宇	2018-07-09	2200-01-01	801160	公用事业I	801163	燃气II	851631	燃气III
000544.XSHE	中原环保	1993-12-08	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
000598.XSHE	兴蓉环境	1996-05-29	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
000605.XSHE	渤海股份	1996-09-13	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
000685.XSHE	中山公用	1997-01-23	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
300388.XSHE	国祯环保	2014-08-01	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
300664.XSHE	鹏鹞环保	2018-01-05	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
300692.XSHE	中环环保	2017-08-21	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
600008.XSHG	首创股份	2000-04-27	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
600168.XSHG	武汉控股	1998-04-27	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
600187.XSHG	国中水务	1998-11-11	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
600283.XSHG	钱江水利	2000-10-18	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
600461.XSHG	洪城水业	2004-06-01	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
600874.XSHG	创业环保	1995-06-30	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
601158.XSHG	重庆水务	2010-03-29	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
601199.XSHG	江南水务	2011-03-17	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
601368.XSHG	绿城水务	2015-06-12	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
603797.XSHG	联泰环保	2017-04-13	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
603817.XSHG	海峡环保	2017-02-20	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
603903.XSHG	中持股份	2017-03-14	2200-01-01	801160	公用事业I	801164	水务II	851621	水务III
000088.XSHE	盐田港	1997-07-28	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
000507.XSHE	珠海港	1993-03-26	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
000582.XSHE	北部湾港	1995-11-02	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
000905.XSHE	厦门港务	1999-04-29	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
001872.XSHE	招商港口	1993-05-05	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
002040.XSHE	南京港	2005-03-25	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
600017.XSHG	日照港	2006-10-17	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
600018.XSHG	上港集团	2006-10-26	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
600190.XSHG	锦州港	1999-06-09	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
600279.XSHG	重庆港九	2000-07-31	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
600317.XSHG	营口港	2002-01-31	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
600717.XSHG	天津港	1996-06-14	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
601000.XSHG	唐山港	2010-07-05	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
601008.XSHG	连云港	2007-04-26	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
601018.XSHG	宁波港	2010-09-28	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
601228.XSHG	广州港	2017-03-29	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
601298.XSHG	青岛港	2019-01-21	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
601326.XSHG	秦港股份	2017-08-16	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
601880.XSHG	大连港	2010-12-06	2200-01-01	801170	交通运输I	801171	港口II	851711	港口III
002357.XSHE	富临运业	2010-02-10	2200-01-01	801170	交通运输I	801172	公交II	851721	公交III
002627.XSHE	宜昌交运	2011-11-03	2200-01-01	801170	交通运输I	801172	公交II	851721	公交III
600561.XSHG	江西长运	2002-07-16	2200-01-01	801170	交通运输I	801172	公交II	851721	公交III
600611.XSHG	大众交通	1992-08-07	2200-01-01	801170	交通运输I	801172	公交II	851721	公交III
600650.XSHG	锦江投资	1993-06-07	2200-01-01	801170	交通运输I	801172	公交II	851721	公交III
600662.XSHG	强生控股	1993-06-14	2200-01-01	801170	交通运输I	801172	公交II	851721	公交III
600834.XSHG	申通地铁	1994-02-24	2200-01-01	801170	交通运输I	801172	公交II	851721	公交III
603032.XSHG	德新交运	2017-01-05	2200-01-01	801170	交通运输I	801172	公交II	851721	公交III
603069.XSHG	海汽集团	2016-07-12	2200-01-01	801170	交通运输I	801172	公交II	851721	公交III
000099.XSHE	中信海直	2000-07-31	2200-01-01	801170	交通运输I	801173	航空运输II	851741	航空运输III
002928.XSHE	华夏航空	2018-03-02	2200-01-01	801170	交通运输I	801173	航空运输II	851741	航空运输III
600029.XSHG	南方航空	2003-07-25	2200-01-01	801170	交通运输I	801173	航空运输II	851741	航空运输III
600115.XSHG	东方航空	1997-11-05	2200-01-01	801170	交通运输I	801173	航空运输II	851741	航空运输III
600221.XSHG	海航控股	1999-11-25	2200-01-01	801170	交通运输I	801173	航空运输II	851741	航空运输III
601021.XSHG	春秋航空	2015-01-21	2200-01-01	801170	交通运输I	801173	航空运输II	851741	航空运输III
601111.XSHG	中国国航	2006-08-18	2200-01-01	801170	交通运输I	801173	航空运输II	851741	航空运输III
603885.XSHG	吉祥航空	2015-05-27	2200-01-01	801170	交通运输I	801173	航空运输II	851741	航空运输III
000089.XSHE	深圳机场	1998-04-20	2200-01-01	801170	交通运输I	801174	机场II	851751	机场III
600004.XSHG	白云机场	2003-04-28	2200-01-01	801170	交通运输I	801174	机场II	851751	机场III
600009.XSHG	上海机场	1998-02-18	2200-01-01	801170	交通运输I	801174	机场II	851751	机场III
600897.XSHG	厦门空港	1996-05-31	2200-01-01	801170	交通运输I	801174	机场II	851751	机场III
000429.XSHE	粤高速A	1998-02-20	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
000548.XSHE	湖南投资	1993-12-20	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
000755.XSHE	山西路桥	1997-06-27	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
000828.XSHE	东莞控股	1997-06-17	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
000885.XSHE	城发环境	1999-03-19	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
000886.XSHE	海南高速	1998-01-23	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
000900.XSHE	现代投资	1999-01-28	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
001965.XSHE	招商公路	2017-12-25	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
600012.XSHG	皖通高速	2003-01-07	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
600020.XSHG	中原高速	2003-08-08	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
600033.XSHG	福建高速	2001-02-09	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
600035.XSHG	楚天高速	2004-03-10	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
600106.XSHG	重庆路桥	1997-06-18	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
600269.XSHG	赣粤高速	2000-05-18	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
600350.XSHG	山东高速	2002-03-18	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
600368.XSHG	五洲交通	2000-12-21	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
600377.XSHG	宁沪高速	2001-01-16	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
600548.XSHG	深高速	2001-12-25	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
601107.XSHG	四川成渝	2009-07-27	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
601188.XSHG	龙江交通	2010-03-19	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
601518.XSHG	吉林高速	2010-03-19	2200-01-01	801170	交通运输I	801175	高速公路II	851731	高速公路III
000520.XSHE	长航凤凰	1993-10-25	2200-01-01	801170	交通运输I	801176	航运II	851761	航运III
002320.XSHE	海峡股份	2009-12-16	2200-01-01	801170	交通运输I	801176	航运II	851761	航运III
600026.XSHG	中远海能	2002-05-23	2200-01-01	801170	交通运输I	801176	航运II	851761	航运III
600428.XSHG	中远海特	2002-04-18	2200-01-01	801170	交通运输I	801176	航运II	851761	航运III
600798.XSHG	宁波海运	1997-04-23	2200-01-01	801170	交通运输I	801176	航运II	851761	航运III
601866.XSHG	中远海发	2007-12-12	2200-01-01	801170	交通运输I	801176	航运II	851761	航运III
601872.XSHG	招商轮船	2006-12-01	2200-01-01	801170	交通运输I	801176	航运II	851761	航运III
601919.XSHG	中远海控	2007-06-26	2200-01-01	801170	交通运输I	801176	航运II	851761	航运III
601975.XSHG	招商南油	2019-01-08	2200-01-01	801170	交通运输I	801176	航运II	851761	航运III
603167.XSHG	渤海轮渡	2012-09-06	2200-01-01	801170	交通运输I	801176	航运II	851761	航运III
000557.XSHE	西部创业	1994-06-17	2200-01-01	801170	交通运输I	801177	铁路运输II	851771	铁路运输III
600125.XSHG	铁龙物流	1998-05-11	2200-01-01	801170	交通运输I	801177	铁路运输II	851771	铁路运输III
601006.XSHG	大秦铁路	2006-08-01	2200-01-01	801170	交通运输I	801177	铁路运输II	851771	铁路运输III
601333.XSHG	广深铁路	2006-12-22	2200-01-01	801170	交通运输I	801177	铁路运输II	851771	铁路运输III
601816.XSHG	京沪高铁	2020-01-16	2200-01-01	801170	交通运输I	801177	铁路运输II	851771	铁路运输III
002010.XSHE	传化智联	2004-06-29	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002120.XSHE	韵达股份	2007-03-06	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002183.XSHE	怡亚通	2007-11-13	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002210.XSHE	*ST飞马	2008-01-30	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002245.XSHE	澳洋顺昌	2008-06-05	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002352.XSHE	顺丰控股	2010-02-05	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002468.XSHE	申通快递	2010-09-08	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002492.XSHE	恒基达鑫	2010-11-02	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002682.XSHE	龙洲股份	2012-06-12	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002769.XSHE	普路通	2015-06-29	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002800.XSHE	天顺股份	2016-05-30	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002889.XSHE	东方嘉盛	2017-07-31	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
002930.XSHE	宏川智慧	2018-03-28	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
300013.XSHE	新宁物流	2009-10-30	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
300240.XSHE	飞力达	2011-07-06	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
300350.XSHE	华鹏飞	2012-08-21	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
600057.XSHG	厦门象屿	1997-06-04	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
600119.XSHG	ST长投	1998-01-15	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
600153.XSHG	建发股份	1998-06-16	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
600179.XSHG	*ST安通	1998-11-04	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
600180.XSHG	瑞茂通	1998-07-03	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
600233.XSHG	圆通速递	2000-06-08	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
600575.XSHG	淮河能源	2003-03-28	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
600704.XSHG	物产中大	1996-06-06	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
600787.XSHG	中储股份	1997-01-21	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
600794.XSHG	保税科技	1997-03-06	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
601598.XSHG	中国外运	2019-01-18	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603056.XSHG	德邦股份	2018-01-16	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603066.XSHG	音飞储存	2015-06-11	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603117.XSHG	万林物流	2015-06-29	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603128.XSHG	华贸物流	2012-05-29	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603223.XSHG	恒通股份	2015-06-30	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603329.XSHG	上海雅仕	2017-12-29	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603535.XSHG	嘉诚国际	2017-08-08	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603569.XSHG	长久物流	2016-08-10	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603648.XSHG	畅联股份	2017-09-13	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603713.XSHG	密尔克卫	2018-07-13	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603813.XSHG	原尚股份	2017-09-18	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603871.XSHG	嘉友国际	2018-02-06	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
603967.XSHG	中创物流	2019-04-29	2200-01-01	801170	交通运输I	801178	物流II	851781	物流III
000002.XSHE	万科A	1991-01-29	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000006.XSHE	深振业A	1992-04-27	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000011.XSHE	深物业A	1992-03-30	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000014.XSHE	沙河股份	1992-06-02	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000029.XSHE	深深房A	1993-09-15	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000031.XSHE	大悦城	1993-10-08	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000036.XSHE	华联控股	1994-06-17	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000042.XSHE	中洲控股	1994-09-21	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000046.XSHE	泛海控股	1994-09-12	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000056.XSHE	皇庭国际	1996-07-08	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000069.XSHE	华侨城A	1997-09-10	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000090.XSHE	天健集团	1999-07-21	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000402.XSHE	金融街	1996-06-26	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000502.XSHE	绿景控股	1992-11-23	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000506.XSHE	中润资源	1993-03-12	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000514.XSHE	渝开发	1993-07-12	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000517.XSHE	荣安地产	1993-08-06	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000537.XSHE	广宇发展	1993-12-10	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000540.XSHE	中天金融	1994-02-02	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000558.XSHE	莱茵体育	1994-05-09	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000560.XSHE	我爱我家	1994-02-02	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000573.XSHE	粤宏远A	1994-08-15	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000608.XSHE	阳光股份	1996-09-19	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000609.XSHE	中迪投资	1996-10-10	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000615.XSHE	京汉股份	1996-10-16	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000616.XSHE	海航投资	1996-11-08	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000620.XSHE	新华联	1996-10-29	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000631.XSHE	顺发恒业	1996-11-22	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000656.XSHE	金科股份	1996-11-28	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000667.XSHE	美好置业	1996-12-05	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000668.XSHE	荣丰控股	1996-12-10	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000671.XSHE	阳光城	1996-12-18	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000679.XSHE	*ST友谊	1997-01-24	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000691.XSHE	亚太实业	1997-02-28	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000718.XSHE	苏宁环球	1997-04-08	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000732.XSHE	泰禾集团	1997-07-04	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000736.XSHE	中交地产	1997-04-25	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000797.XSHE	中国武夷	1997-07-15	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000809.XSHE	铁岭新城	1998-06-16	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000838.XSHE	财信发展	1997-06-26	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000863.XSHE	三湘印象	1997-09-25	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000897.XSHE	津滨发展	1999-04-22	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000909.XSHE	数源科技	1999-05-07	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000918.XSHE	嘉凯城	1999-07-20	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000926.XSHE	福星股份	1999-06-18	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000961.XSHE	中南建设	2000-03-01	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000965.XSHE	天保基建	2000-04-06	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
000981.XSHE	*ST银亿	2000-06-22	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
001914.XSHE	招商积余	1994-09-28	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
001979.XSHE	招商蛇口	2015-12-30	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
002016.XSHE	世荣兆业	2004-07-08	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
002133.XSHE	广宇集团	2007-04-27	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
002146.XSHE	荣盛发展	2007-08-08	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
002147.XSHE	*ST新光	2007-08-08	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
002208.XSHE	合肥城建	2008-01-28	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
002244.XSHE	滨江集团	2008-05-29	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
002285.XSHE	世联行	2009-08-28	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
002305.XSHE	南国置业	2009-11-06	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
002314.XSHE	南山控股	2009-12-03	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
002377.XSHE	国创高新	2010-03-23	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
002968.XSHE	新大正	2019-12-03	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600007.XSHG	中国国贸	1999-03-12	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600048.XSHG	保利地产	2006-07-31	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600067.XSHG	冠城大通	1997-05-08	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600077.XSHG	宋都股份	1997-05-20	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600094.XSHG	大名城	1997-07-03	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600159.XSHG	大龙地产	1998-05-26	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600162.XSHG	香江控股	1998-06-09	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600173.XSHG	卧龙地产	1999-04-15	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600177.XSHG	雅戈尔	1998-11-19	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600185.XSHG	格力地产	1999-06-11	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600208.XSHG	新湖中宝	1999-06-23	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600223.XSHG	鲁商发展	2000-01-13	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600225.XSHG	*ST松江	2000-01-27	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600239.XSHG	云南城投	1999-12-02	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600246.XSHG	万通地产	2000-09-22	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600266.XSHG	城建发展	1999-02-03	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600322.XSHG	天房发展	2001-09-10	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600325.XSHG	华发股份	2004-02-25	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600340.XSHG	华夏幸福	2003-12-30	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
600376.XSHG	首开股份	2001-03-12	2200-01-01	801180	房地产I	801181	房地产开发II	851811	房地产开发III
