	date	sw1_code	sw1_name	total_count	pe	pe_negative_count	pe_over_125_count	pb
2694	2005-06-29	801790	非银金融	38	19.29	11	2	1.64
2695	2005-06-29	801880	汽车	55	17.76	12	4	1.93
2696	2005-06-29	801890	机械设备	63	20.63	7	2	1.5
2697	2005-06-30	801003	申万A指	1274	20.99	218	76	1.65
2698	2005-06-30	801010	农林牧渔	36	24.6	7	2	1.51
2699	2005-06-30	801020	采掘	37	14.2	6	2	1.68
2700	2005-06-30	801030	化工	97	19.15	11	6	1.47
2701	2005-06-30	801040	钢铁	23	6.68	1	1	1.13
2702	2005-06-30	801050	有色金属	53	18.16	8	3	1.63
2703	2005-06-30	801080	电子	50	27.52	8	0	1.8
2704	2005-06-30	801110	家用电器	18	24.78	3	1	1.32
2705	2005-06-30	801120	食品饮料	41	27.25	6	4	1.56
2706	2005-06-30	801130	纺织服装	23	17.8	6	3	1.79
2707	2005-06-30	801140	轻工制造	31	23.19	2	2	1.52
2708	2005-06-30	801150	医药生物	113	26.65	22	6	1.84
2709	2005-06-30	801160	公用事业	90	22.71	18	2	1.51
2710	2005-06-30	801170	交通运输	57	22.01	5	1	1.93
2711	2005-06-30	801180	房地产	113	18.49	26	8	1.69
2712	2005-06-30	801200	商业贸易	64	25.54	5	8	1.59
2713	2005-06-30	801210	休闲服务	20	26.72	5	2	1.74
2714	2005-06-30	801230	综合	27	29.91	4	1	2.62
2715	2005-06-30	801710	建筑材料	26	19.83	6	1	1.37
2716	2005-06-30	801720	建筑装饰	27	23.37	7	3	1.86
2717	2005-06-30	801730	电气设备	37	22.01	3	5	1.87
2718	2005-06-30	801740	国防军工	32	33.3	7	1	1.55
2719	2005-06-30	801750	计算机	29	28.41	2	1	2.35
2720	2005-06-30	801760	传媒	44	32.76	17	3	1.84
2721	2005-06-30	801770	通信	25	27.93	3	2	1.31
2722	2005-06-30	801780	银行	5	17.33	0	0	2.2
2723	2005-06-30	801790	非银金融	38	18.97	11	2	1.59
2724	2005-06-30	801880	汽车	55	17.28	12	4	1.88
2725	2005-06-30	801890	机械设备	63	19.98	7	2	1.46
2726	2005-07-01	801003	申万A指	1274	20.35	218	69	1.57
2727	2005-07-01	801010	农林牧渔	36	23.74	7	2	1.44
2728	2005-07-01	801020	采掘	37	13.67	6	2	1.6
2729	2005-07-01	801030	化工	97	18.65	11	5	1.4
2730	2005-07-01	801040	钢铁	23	6.56	1	1	1.11
2731	2005-07-01	801050	有色金属	53	17.5	8	3	1.55
2732	2005-07-01	801080	电子	50	26.14	8	0	1.7
2733	2005-07-01	801110	家用电器	18	23.36	3	1	1.25
2734	2005-07-01	801120	食品饮料	41	27.05	6	3	1.49
2735	2005-07-01	801130	纺织服装	23	17.1	6	3	1.72
2736	2005-07-01	801140	轻工制造	31	22.53	2	2	1.47
2737	2005-07-01	801150	医药生物	113	25.99	22	5	1.77
2738	2005-07-01	801160	公用事业	90	21.86	18	2	1.45
2739	2005-07-01	801170	交通运输	57	21.38	5	1	1.85
2740	2005-07-01	801180	房地产	113	18.06	26	7	1.61
2741	2005-07-01	801200	商业贸易	64	25.11	5	7	1.54
2742	2005-07-01	801210	休闲服务	20	25.33	5	2	1.63
2743	2005-07-01	801230	综合	27	28.62	4	1	2.41
2744	2005-07-01	801710	建筑材料	26	18.8	6	1	1.29
2745	2005-07-01	801720	建筑装饰	27	22.74	7	3	1.8
2746	2005-07-01	801730	电气设备	37	21.25	3	5	1.79
2747	2005-07-01	801740	国防军工	32	32.11	7	1	1.48
2748	2005-07-01	801750	计算机	29	27.06	2	1	2.22
2749	2005-07-01	801760	传媒	44	31.05	17	3	1.73
2750	2005-07-01	801770	通信	25	26.52	3	2	1.24
2751	2005-07-01	801780	银行	5	16.88	0	0	2.14
2752	2005-07-01	801790	非银金融	38	18.05	11	2	1.5
2753	2005-07-01	801880	汽车	55	17.53	12	2	1.8
2754	2005-07-01	801890	机械设备	63	19.06	7	2	1.39
2755	2005-07-04	801003	申万A指	1274	20.1	218	68	1.54
2756	2005-07-04	801010	农林牧渔	36	23.37	7	2	1.41
2757	2005-07-04	801020	采掘	37	13.56	6	2	1.58
2758	2005-07-04	801030	化工	97	18.41	11	5	1.37
2759	2005-07-04	801040	钢铁	23	6.51	1	1	1.1
2760	2005-07-04	801050	有色金属	53	17.56	8	2	1.51
2761	2005-07-04	801080	电子	50	25.5	8	0	1.65
2762	2005-07-04	801110	家用电器	18	23.51	3	1	1.25
2763	2005-07-04	801120	食品饮料	41	26.76	6	3	1.46
2764	2005-07-04	801130	纺织服装	23	17.12	6	3	1.69
2765	2005-07-04	801140	轻工制造	31	22.38	2	2	1.45
2766	2005-07-04	801150	医药生物	113	25.7	22	5	1.73
2767	2005-07-04	801160	公用事业	90	21.63	18	2	1.42
2768	2005-07-04	801170	交通运输	57	21.3	5	1	1.82
2769	2005-07-04	801180	房地产	113	17.82	26	7	1.58
2770	2005-07-04	801200	商业贸易	64	24.73	5	7	1.5
2771	2005-07-04	801210	休闲服务	20	25.35	5	2	1.62
2772	2005-07-04	801230	综合	27	28.2	4	1	2.34
2773	2005-07-04	801710	建筑材料	26	18.34	6	1	1.26
2774	2005-07-04	801720	建筑装饰	27	22.32	7	3	1.78
2775	2005-07-04	801730	电气设备	37	21.01	3	5	1.75
2776	2005-07-04	801740	国防军工	32	31.75	7	1	1.46
2777	2005-07-04	801750	计算机	29	26.46	2	1	2.2
2778	2005-07-04	801760	传媒	44	30.47	17	3	1.69
2779	2005-07-04	801770	通信	25	25.95	3	2	1.21
2780	2005-07-04	801780	银行	5	17.05	0	0	2.16
2781	2005-07-04	801790	非银金融	38	17.37	11	2	1.46
2782	2005-07-04	801880	汽车	55	17.19	12	2	1.77
2783	2005-07-04	801890	机械设备	63	18.78	7	2	1.36
2784	2005-07-05	801003	申万A指	1274	19.97	218	67	1.53
2785	2005-07-05	801010	农林牧渔	36	23.21	7	2	1.4
2786	2005-07-05	801020	采掘	37	13.7	6	1	1.55
2787	2005-07-05	801030	化工	97	18.2	11	5	1.36
2788	2005-07-05	801040	钢铁	23	6.41	1	1	1.08
2789	2005-07-05	801050	有色金属	53	17.11	8	3	1.5
2790	2005-07-05	801080	电子	50	25.19	8	0	1.63
2791	2005-07-05	801110	家用电器	18	23.31	3	1	1.24
2792	2005-07-05	801120	食品饮料	41	26.58	6	3	1.45
2793	2005-07-05	801130	纺织服装	23	17.11	6	3	1.71
2794	2005-07-05	801140	轻工制造	31	22.37	2	2	1.44
2795	2005-07-05	801150	医药生物	113	25.64	22	5	1.73
2796	2005-07-05	801160	公用事业	90	21.54	18	2	1.41
2797	2005-07-05	801170	交通运输	57	21.15	5	1	1.81
2798	2005-07-05	801180	房地产	113	17.77	26	7	1.58
2799	2005-07-05	801200	商业贸易	64	24.59	5	7	1.49
2800	2005-07-05	801210	休闲服务	20	25.1	5	2	1.6
2801	2005-07-05	801230	综合	27	28.16	4	1	2.32
2802	2005-07-05	801710	建筑材料	26	18.36	6	1	1.26
2803	2005-07-05	801720	建筑装饰	27	22.06	7	3	1.75
2804	2005-07-05	801730	电气设备	37	20.79	3	5	1.74
2805	2005-07-05	801740	国防军工	32	31.56	7	1	1.44
2806	2005-07-05	801750	计算机	29	26.54	2	1	2.19
2807	2005-07-05	801760	传媒	44	30.34	17	3	1.68
2808	2005-07-05	801770	通信	25	25.77	3	2	1.19
2809	2005-07-05	801780	银行	5	16.93	0	0	2.15
2810	2005-07-05	801790	非银金融	38	17.36	11	2	1.46
2811	2005-07-05	801880	汽车	55	17.09	12	2	1.75
2812	2005-07-05	801890	机械设备	63	18.83	7	1	1.34
2813	2005-07-06	801003	申万A指	1274	19.86	218	69	1.53
2814	2005-07-06	801010	农林牧渔	36	23.16	7	2	1.4
2815	2005-07-06	801020	采掘	37	13.19	6	2	1.55
2816	2005-07-06	801030	化工	97	18.16	11	5	1.36
2817	2005-07-06	801040	钢铁	23	6.41	1	1	1.08
2818	2005-07-06	801050	有色金属	53	17.09	8	3	1.5
2819	2005-07-06	801080	电子	50	25.07	8	0	1.62
2820	2005-07-06	801110	家用电器	18	23.19	3	1	1.24
2821	2005-07-06	801120	食品饮料	41	25.81	6	4	1.45
2822	2005-07-06	801130	纺织服装	23	17.08	6	3	1.7
2823	2005-07-06	801140	轻工制造	31	22.3	2	2	1.44
2824	2005-07-06	801150	医药生物	113	25.48	22	5	1.72
2825	2005-07-06	801160	公用事业	90	21.45	18	2	1.41
2826	2005-07-06	801170	交通运输	57	20.99	5	1	1.8
2827	2005-07-06	801180	房地产	113	17.76	26	7	1.58
2828	2005-07-06	801200	商业贸易	64	24.5	5	7	1.49
2829	2005-07-06	801210	休闲服务	20	25.12	5	2	1.59
2830	2005-07-06	801230	综合	27	28.15	4	1	2.36
2831	2005-07-06	801710	建筑材料	26	18.26	6	1	1.25
2832	2005-07-06	801720	建筑装饰	27	21.75	7	3	1.73
2833	2005-07-06	801730	电气设备	37	20.79	3	5	1.74
2834	2005-07-06	801740	国防军工	32	31.57	7	1	1.45
2835	2005-07-06	801750	计算机	29	26.36	2	1	2.18
2836	2005-07-06	801760	传媒	44	30.14	17	3	1.67
2837	2005-07-06	801770	通信	25	25.47	3	2	1.18
2838	2005-07-06	801780	银行	5	16.93	0	0	2.14
2839	2005-07-06	801790	非银金融	38	17.36	11	2	1.44
2840	2005-07-06	801880	汽车	55	16.96	12	2	1.74
2841	2005-07-06	801890	机械设备	63	18.69	7	1	1.33
2842	2005-07-07	801003	申万A指	1274	19.93	218	69	1.54
2843	2005-07-07	801010	农林牧渔	36	23.33	7	2	1.41
2844	2005-07-07	801020	采掘	37	13.71	6	1	1.56
2845	2005-07-07	801030	化工	97	18.05	11	6	1.36
2846	2005-07-07	801040	钢铁	23	6.43	1	1	1.08
2847	2005-07-07	801050	有色金属	53	17.18	8	3	1.51
2848	2005-07-07	801080	电子	50	25.29	8	0	1.64
2849	2005-07-07	801110	家用电器	18	23.36	3	1	1.23
2850	2005-07-07	801120	食品饮料	41	25.83	6	4	1.45
2851	2005-07-07	801130	纺织服装	23	17.18	6	3	1.72
2852	2005-07-07	801140	轻工制造	31	22.31	2	2	1.45
2853	2005-07-07	801150	医药生物	113	25.54	22	5	1.73
2854	2005-07-07	801160	公用事业	90	21.55	18	2	1.42
2855	2005-07-07	801170	交通运输	57	21.04	5	1	1.81
2856	2005-07-07	801180	房地产	113	17.81	26	7	1.59
2857	2005-07-07	801200	商业贸易	64	24.62	5	7	1.5
2858	2005-07-07	801210	休闲服务	20	25.43	5	2	1.6
2859	2005-07-07	801230	综合	27	28.34	4	1	2.4
2860	2005-07-07	801710	建筑材料	26	18.35	6	1	1.26
2861	2005-07-07	801720	建筑装饰	27	21.82	7	3	1.75
2862	2005-07-07	801730	电气设备	37	20.82	3	5	1.75
2863	2005-07-07	801740	国防军工	32	31.58	7	1	1.46
2864	2005-07-07	801750	计算机	29	26.41	2	1	2.2
2865	2005-07-07	801760	传媒	44	30.17	17	3	1.68
2866	2005-07-07	801770	通信	25	25.59	3	2	1.19
2867	2005-07-07	801780	银行	5	16.91	0	0	2.14
2868	2005-07-07	801790	非银金融	38	17.18	11	2	1.45
2869	2005-07-07	801880	汽车	55	17.01	12	2	1.77
2870	2005-07-07	801890	机械设备	63	18.81	7	1	1.34
2871	2005-07-08	801003	申万A指	1274	19.34	218	65	1.48
2872	2005-07-08	801010	农林牧渔	36	22.51	7	2	1.35
2873	2005-07-08	801020	采掘	37	13.21	6	1	1.5
2874	2005-07-08	801030	化工	97	17.63	11	5	1.31
2875	2005-07-08	801040	钢铁	23	6.25	1	1	1.05
2876	2005-07-08	801050	有色金属	53	16.96	8	2	1.45
2877	2005-07-08	801080	电子	50	24.05	8	0	1.55
2878	2005-07-08	801110	家用电器	18	22.61	3	1	1.17
2879	2005-07-08	801120	食品饮料	41	26.14	6	3	1.41
2880	2005-07-08	801130	纺织服装	23	16.72	6	3	1.66
2881	2005-07-08	801140	轻工制造	31	21.7	2	2	1.41
2882	2005-07-08	801150	医药生物	113	24.71	22	5	1.67
2883	2005-07-08	801160	公用事业	90	20.91	18	2	1.36
2884	2005-07-08	801170	交通运输	57	20.42	5	1	1.75
2885	2005-07-08	801180	房地产	113	17.18	26	7	1.52
2886	2005-07-08	801200	商业贸易	64	23.93	5	7	1.45
2887	2005-07-08	801210	休闲服务	20	24.41	5	2	1.53
2888	2005-07-08	801230	综合	27	27.23	4	1	2.31
2889	2005-07-08	801710	建筑材料	26	17.84	6	1	1.22
2890	2005-07-08	801720	建筑装饰	27	21.09	7	3	1.67
2891	2005-07-08	801730	电气设备	37	20.15	3	5	1.69
2892	2005-07-08	801740	国防军工	32	30.7	7	1	1.41
2893	2005-07-08	801750	计算机	29	25.34	2	1	2.1
2894	2005-07-08	801760	传媒	44	28.93	17	3	1.61
2895	2005-07-08	801770	通信	25	24.52	3	2	1.14
2896	2005-07-08	801780	银行	5	16.56	0	0	2.09
2897	2005-07-08	801790	非银金融	38	16.9	11	1	1.39
2898	2005-07-08	801880	汽车	55	16.68	12	2	1.69
2899	2005-07-08	801890	机械设备	63	18.07	7	1	1.28
2900	2005-07-11	801003	申万A指	1274	19.12	218	63	1.46
2901	2005-07-11	801010	农林牧渔	36	22.21	7	2	1.33
2902	2005-07-11	801020	采掘	37	12.69	6	1	1.46
2903	2005-07-11	801030	化工	97	17.71	11	4	1.29
2904	2005-07-11	801040	钢铁	23	6.21	1	1	1.04
2905	2005-07-11	801050	有色金属	53	16.68	8	2	1.43
2906	2005-07-11	801080	电子	50	23.68	8	0	1.52
2907	2005-07-11	801110	家用电器	18	22.54	3	1	1.18
2908	2005-07-11	801120	食品饮料	41	25.93	6	3	1.39
2909	2005-07-11	801130	纺织服装	23	16.75	6	3	1.64
2910	2005-07-11	801140	轻工制造	31	21.49	2	2	1.39
2911	2005-07-11	801150	医药生物	113	24.76	22	4	1.64
2912	2005-07-11	801160	公用事业	90	20.66	18	2	1.35
2913	2005-07-11	801170	交通运输	57	20.04	5	1	1.73
2914	2005-07-11	801180	房地产	113	16.77	26	7	1.49
2915	2005-07-11	801200	商业贸易	64	23.65	5	7	1.44
2916	2005-07-11	801210	休闲服务	20	24.17	5	2	1.51
2917	2005-07-11	801230	综合	27	27.03	4	1	2.33
2918	2005-07-11	801710	建筑材料	26	17.64	6	1	1.2
2919	2005-07-11	801720	建筑装饰	27	20.8	7	3	1.62
2920	2005-07-11	801730	电气设备	37	20.01	3	5	1.68
2921	2005-07-11	801740	国防军工	32	30.15	7	1	1.37
2922	2005-07-11	801750	计算机	29	25.34	2	1	2.1
2923	2005-07-11	801760	传媒	44	28.82	17	3	1.59
2924	2005-07-11	801770	通信	25	24.12	3	2	1.11
2925	2005-07-11	801780	银行	5	16.66	0	0	2.1
2926	2005-07-11	801790	非银金融	38	16.36	11	1	1.37
2927	2005-07-11	801880	汽车	55	16.59	12	2	1.68
2928	2005-07-11	801890	机械设备	63	17.82	7	1	1.26
2929	2005-07-12	801003	申万A指	1274	19.73	218	65	1.51
2930	2005-07-12	801010	农林牧渔	36	22.97	7	2	1.37
2931	2005-07-12	801020	采掘	37	13.06	6	1	1.5
2932	2005-07-12	801030	化工	97	18.19	11	5	1.34
2933	2005-07-12	801040	钢铁	23	6.36	1	1	1.06
2934	2005-07-12	801050	有色金属	53	17.24	8	2	1.47
2935	2005-07-12	801080	电子	50	24.71	8	0	1.59
2936	2005-07-12	801110	家用电器	18	23.39	3	1	1.22
2937	2005-07-12	801120	食品饮料	41	26.76	6	3	1.43
2938	2005-07-12	801130	纺织服装	23	17.26	6	3	1.72
2939	2005-07-12	801140	轻工制造	31	22.14	2	2	1.43
2940	2005-07-12	801150	医药生物	113	25.36	22	5	1.7
2941	2005-07-12	801160	公用事业	90	21.34	18	2	1.39
2942	2005-07-12	801170	交通运输	57	20.71	5	1	1.79
2943	2005-07-12	801180	房地产	113	17.36	26	7	1.54
2944	2005-07-12	801200	商业贸易	64	24.32	5	7	1.48
2945	2005-07-12	801210	休闲服务	20	24.88	5	2	1.56
2946	2005-07-12	801230	综合	27	28.0	4	1	2.43
2947	2005-07-12	801710	建筑材料	26	18.29	6	1	1.24
2948	2005-07-12	801720	建筑装饰	27	21.55	7	3	1.7
2949	2005-07-12	801730	电气设备	37	20.75	3	5	1.74
2950	2005-07-12	801740	国防军工	32	31.19	7	1	1.43
2951	2005-07-12	801750	计算机	29	26.38	2	1	2.2
2952	2005-07-12	801760	传媒	44	29.96	17	3	1.65
2953	2005-07-12	801770	通信	25	25.06	3	2	1.15
2954	2005-07-12	801780	银行	5	17.63	0	0	2.22
2955	2005-07-12	801790	非银金融	38	16.55	11	1	1.4
2956	2005-07-12	801880	汽车	55	17.16	12	2	1.75
2957	2005-07-12	801890	机械设备	63	18.53	7	1	1.31
2958	2005-07-13	801003	申万A指	1274	19.57	218	65	1.49
2959	2005-07-13	801010	农林牧渔	36	22.86	7	2	1.36
2960	2005-07-13	801020	采掘	37	13.02	6	1	1.49
2961	2005-07-13	801030	化工	97	17.99	11	5	1.33
2962	2005-07-13	801040	钢铁	23	6.35	1	1	1.06
2963	2005-07-13	801050	有色金属	53	17.01	8	2	1.45
2964	2005-07-13	801080	电子	50	24.63	8	0	1.58
2965	2005-07-13	801110	家用电器	18	23.28	3	1	1.22
2966	2005-07-13	801120	食品饮料	41	26.24	6	3	1.41
2967	2005-07-13	801130	纺织服装	23	17.03	6	3	1.7
2968	2005-07-13	801140	轻工制造	31	21.96	2	2	1.42
2969	2005-07-13	801150	医药生物	113	25.09	22	5	1.69
2970	2005-07-13	801160	公用事业	90	21.07	18	2	1.37
2971	2005-07-13	801170	交通运输	57	20.48	5	1	1.77
2972	2005-07-13	801180	房地产	113	17.22	26	7	1.53
2973	2005-07-13	801200	商业贸易	64	24.12	5	7	1.47
2974	2005-07-13	801210	休闲服务	20	24.51	5	2	1.54
2975	2005-07-13	801230	综合	27	27.7	4	1	2.39
2976	2005-07-13	801710	建筑材料	26	18.0	6	1	1.21
2977	2005-07-13	801720	建筑装饰	27	21.29	7	3	1.68
2978	2005-07-13	801730	电气设备	37	20.52	3	5	1.72
2979	2005-07-13	801740	国防军工	32	30.83	7	1	1.4
2980	2005-07-13	801750	计算机	29	26.28	2	1	2.21
2981	2005-07-13	801760	传媒	44	29.79	17	3	1.64
2982	2005-07-13	801770	通信	25	24.95	3	2	1.15
2983	2005-07-13	801780	银行	5	17.38	0	0	2.19
2984	2005-07-13	801790	非银金融	38	16.59	11	1	1.39
2985	2005-07-13	801880	汽车	55	17.01	12	2	1.73
2986	2005-07-13	801890	机械设备	63	18.51	7	1	1.3
2987	2005-07-14	801003	申万A指	1274	19.57	218	65	1.49
2988	2005-07-14	801010	农林牧渔	36	22.84	7	2	1.36
2989	2005-07-14	801020	采掘	37	13.1	6	1	1.5
2990	2005-07-14	801030	化工	97	18.03	11	5	1.33
2991	2005-07-14	801040	钢铁	23	6.37	1	1	1.06
2992	2005-07-14	801050	有色金属	53	17.04	8	2	1.45
2993	2005-07-14	801080	电子	50	24.75	8	0	1.59
2994	2005-07-14	801110	家用电器	18	23.19	3	1	1.21
2995	2005-07-14	801120	食品饮料	41	26.25	6	3	1.4
2996	2005-07-14	801130	纺织服装	23	16.76	6	3	1.7
2997	2005-07-14	801140	轻工制造	31	21.99	2	2	1.42
2998	2005-07-14	801150	医药生物	113	25.21	22	5	1.69
2999	2005-07-14	801160	公用事业	90	20.99	18	2	1.37
3000	2005-07-14	801170	交通运输	57	20.57	5	1	1.78
3001	2005-07-14	801180	房地产	113	17.21	26	7	1.53
3002	2005-07-14	801200	商业贸易	64	24.06	5	7	1.47
3003	2005-07-14	801210	休闲服务	20	24.5	5	2	1.55
3004	2005-07-14	801230	综合	27	27.73	4	1	2.41
3005	2005-07-14	801710	建筑材料	26	17.92	6	1	1.21
3006	2005-07-14	801720	建筑装饰	27	21.12	7	3	1.67
3007	2005-07-14	801730	电气设备	37	20.52	3	5	1.71
3008	2005-07-14	801740	国防军工	32	30.85	7	1	1.4
3009	2005-07-14	801750	计算机	29	26.58	2	1	2.23
3010	2005-07-14	801760	传媒	44	29.74	17	3	1.63
3011	2005-07-14	801770	通信	25	24.74	3	2	1.14
3012	2005-07-14	801780	银行	5	17.46	0	0	2.2
3013	2005-07-14	801790	非银金融	38	16.42	11	1	1.39
3014	2005-07-14	801880	汽车	55	16.96	12	2	1.72
3015	2005-07-14	801890	机械设备	63	18.5	7	1	1.3
3016	2005-07-15	801003	申万A指	1274	19.15	218	62	1.45
3017	2005-07-15	801010	农林牧渔	36	22.18	7	2	1.32
3018	2005-07-15	801020	采掘	37	12.89	6	1	1.45
3019	2005-07-15	801030	化工	97	17.7	11	4	1.28
3020	2005-07-15	801040	钢铁	23	6.29	1	1	1.05
3021	2005-07-15	801050	有色金属	53	16.51	8	2	1.4
3022	2005-07-15	801080	电子	50	23.92	8	0	1.53
3023	2005-07-15	801110	家用电器	18	22.56	3	1	1.17
3024	2005-07-15	801120	食品饮料	41	25.9	6	3	1.37
3025	2005-07-15	801130	纺织服装	23	16.21	6	3	1.61
3026	2005-07-15	801140	轻工制造	31	21.6	2	2	1.39
3027	2005-07-15	801150	医药生物	113	24.89	22	4	1.65
3028	2005-07-15	801160	公用事业	90	20.53	18	2	1.33
3029	2005-07-15	801170	交通运输	57	20.28	5	1	1.74
3030	2005-07-15	801180	房地产	113	16.83	26	7	1.48
3031	2005-07-15	801200	商业贸易	64	23.74	5	7	1.45
3032	2005-07-15	801210	休闲服务	20	23.85	5	2	1.5
3033	2005-07-15	801230	综合	27	27.07	4	1	2.35
3034	2005-07-15	801710	建筑材料	26	17.54	6	1	1.18
3035	2005-07-15	801720	建筑装饰	27	21.65	7	2	1.6
3036	2005-07-15	801730	电气设备	37	19.85	3	5	1.65
3037	2005-07-15	801740	国防军工	32	30.0	7	1	1.36
3038	2005-07-15	801750	计算机	29	25.7	2	1	2.13
3039	2005-07-15	801760	传媒	44	28.8	17	3	1.56
3040	2005-07-15	801770	通信	25	23.48	3	2	1.08
3041	2005-07-15	801780	银行	5	17.36	0	0	2.18
3042	2005-07-15	801790	非银金融	38	15.93	11	1	1.35
3043	2005-07-15	801880	汽车	55	16.5	12	2	1.65
3044	2005-07-15	801890	机械设备	63	17.97	7	1	1.26
3045	2005-07-18	801003	申万A指	1274	18.59	218	64	1.4
3046	2005-07-18	801010	农林牧渔	36	21.13	7	2	1.25
3047	2005-07-18	801020	采掘	37	12.52	6	1	1.4
3048	2005-07-18	801030	化工	97	17.04	11	5	1.23
3049	2005-07-18	801040	钢铁	23	6.2	1	1	1.03
3050	2005-07-18	801050	有色金属	53	15.97	8	2	1.36
3051	2005-07-18	801080	电子	50	23.12	8	0	1.47
3052	2005-07-18	801110	家用电器	18	22.33	3	1	1.16
3053	2005-07-18	801120	食品饮料	41	25.29	6	3	1.33
3054	2005-07-18	801130	纺织服装	23	16.1	6	3	1.56
3055	2005-07-18	801140	轻工制造	31	21.08	2	2	1.34
3056	2005-07-18	801150	医药生物	113	24.11	22	5	1.61
3057	2005-07-18	801160	公用事业	90	19.78	18	2	1.28
3058	2005-07-18	801170	交通运输	57	19.99	5	1	1.71
3059	2005-07-18	801180	房地产	113	16.34	26	7	1.43
3060	2005-07-18	801200	商业贸易	64	23.09	5	7	1.41
3061	2005-07-18	801210	休闲服务	20	23.0	5	2	1.45
3062	2005-07-18	801230	综合	27	25.84	4	1	2.19
3063	2005-07-18	801710	建筑材料	26	17.02	6	1	1.14
3064	2005-07-18	801720	建筑装饰	27	21.07	7	2	1.54
3065	2005-07-18	801730	电气设备	37	19.15	3	5	1.59
3066	2005-07-18	801740	国防军工	32	29.19	7	1	1.31
3067	2005-07-18	801750	计算机	29	25.28	2	1	2.08
3068	2005-07-18	801760	传媒	44	27.93	17	3	1.49
3069	2005-07-18	801770	通信	25	22.57	3	2	1.03
3070	2005-07-18	801780	银行	5	17.41	0	0	2.19
3071	2005-07-18	801790	非银金融	38	15.24	11	1	1.3
3072	2005-07-18	801880	汽车	55	16.06	12	2	1.61
3073	2005-07-18	801890	机械设备	63	17.47	7	1	1.21
3074	2005-07-19	801003	申万A指	1274	18.7	218	64	1.41
3075	2005-07-19	801010	农林牧渔	36	21.16	7	2	1.27
3076	2005-07-19	801020	采掘	37	12.55	6	1	1.41
3077	2005-07-19	801030	化工	97	17.38	11	4	1.25
3078	2005-07-19	801040	钢铁	23	6.19	1	1	1.03
3079	2005-07-19	801050	有色金属	53	16.05	8	2	1.37
3080	2005-07-19	801080	电子	50	23.03	8	0	1.48
3081	2005-07-19	801110	家用电器	18	22.53	3	1	1.16
3082	2005-07-19	801120	食品饮料	41	25.42	6	3	1.33
3083	2005-07-19	801130	纺织服装	23	16.46	6	3	1.61
3084	2005-07-19	801140	轻工制造	31	21.32	2	2	1.36
3085	2005-07-19	801150	医药生物	113	24.23	22	5	1.61
3086	2005-07-19	801160	公用事业	90	19.87	18	2	1.29
3087	2005-07-19	801170	交通运输	57	20.11	5	1	1.73
3088	2005-07-19	801180	房地产	113	16.59	26	7	1.46
3089	2005-07-19	801200	商业贸易	64	23.29	5	7	1.42
3090	2005-07-19	801210	休闲服务	20	23.38	5	2	1.49
3091	2005-07-19	801230	综合	27	25.93	4	1	2.21
3092	2005-07-19	801710	建筑材料	26	17.22	6	1	1.16
3093	2005-07-19	801720	建筑装饰	27	20.24	7	3	1.58
3094	2005-07-19	801730	电气设备	37	19.2	3	5	1.59
3095	2005-07-19	801740	国防军工	32	29.43	7	1	1.32
3096	2005-07-19	801750	计算机	29	25.42	2	1	2.09
3097	2005-07-19	801760	传媒	44	28.11	17	3	1.51
3098	2005-07-19	801770	通信	25	23.01	3	2	1.05
3099	2005-07-19	801780	银行	5	17.51	0	0	2.2
3100	2005-07-19	801790	非银金融	38	15.09	11	1	1.31
3101	2005-07-19	801880	汽车	55	16.09	12	2	1.63
3102	2005-07-19	801890	机械设备	63	17.62	7	1	1.22
3103	2005-07-20	801003	申万A指	1274	18.83	218	65	1.42
3104	2005-07-20	801010	农林牧渔	36	21.17	7	2	1.28
3105	2005-07-20	801020	采掘	37	12.68	6	1	1.42
3106	2005-07-20	801030	化工	97	17.34	11	5	1.26
3107	2005-07-20	801040	钢铁	23	6.26	1	1	1.04
3108	2005-07-20	801050	有色金属	53	16.11	8	2	1.38
3109	2005-07-20	801080	电子	50	23.13	8	0	1.48
3110	2005-07-20	801110	家用电器	18	22.56	3	1	1.16
3111	2005-07-20	801120	食品饮料	41	25.71	6	3	1.35
3112	2005-07-20	801130	纺织服装	23	16.47	6	3	1.63
3113	2005-07-20	801140	轻工制造	31	21.61	2	2	1.37
3114	2005-07-20	801150	医药生物	113	24.44	22	5	1.62
3115	2005-07-20	801160	公用事业	90	19.99	18	2	1.3
3116	2005-07-20	801170	交通运输	57	20.27	5	1	1.74
3117	2005-07-20	801180	房地产	113	16.75	26	7	1.47
3118	2005-07-20	801200	商业贸易	64	23.54	5	7	1.43
3119	2005-07-20	801210	休闲服务	20	23.59	5	2	1.5
3120	2005-07-20	801230	综合	27	26.17	4	1	2.23
3121	2005-07-20	801710	建筑材料	26	17.42	6	1	1.17
3122	2005-07-20	801720	建筑装饰	27	20.41	7	3	1.6
3123	2005-07-20	801730	电气设备	37	19.26	3	5	1.61
3124	2005-07-20	801740	国防军工	32	29.68	7	1	1.33
3125	2005-07-20	801750	计算机	29	25.36	2	1	2.09
3126	2005-07-20	801760	传媒	44	28.12	17	3	1.52
3127	2005-07-20	801770	通信	25	23.1	3	2	1.06
3128	2005-07-20	801780	银行	5	17.59	0	0	2.22
3129	2005-07-20	801790	非银金融	38	15.44	11	1	1.32
3130	2005-07-20	801880	汽车	55	16.18	12	2	1.64
3131	2005-07-20	801890	机械设备	63	17.69	7	1	1.23
